"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","11.03.2025","14:55:00","11.03.2025","16:30:00","Ложь","Истина","11.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОП Лк DL ВПВПС-24-1,2","18.03.2025","14:55:00","18.03.2025","16:30:00","Ложь","Истина","18.03.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","25.03.2025","14:55:00","25.03.2025","16:30:00","Ложь","Истина","25.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОП Лк DL ВПВПС-24-1,2","01.04.2025","14:55:00","01.04.2025","16:30:00","Ложь","Истина","01.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","08.04.2025","14:55:00","08.04.2025","16:30:00","Ложь","Истина","08.04.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОП Лк DL ВПВПС-24-1,2","15.04.2025","14:55:00","15.04.2025","16:30:00","Ложь","Истина","15.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","22.04.2025","14:55:00","22.04.2025","16:30:00","Ложь","Истина","22.04.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОП Лк DL ВПВПС-24-1,2","29.04.2025","14:55:00","29.04.2025","16:30:00","Ложь","Истина","29.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","06.05.2025","14:55:00","06.05.2025","16:30:00","Ложь","Истина","06.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","13.05.2025","14:55:00","13.05.2025","16:30:00","Ложь","Истина","13.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","20.05.2025","14:55:00","20.05.2025","16:30:00","Ложь","Истина","20.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІМ Пз DL, DL_1 ВПВПС-24-2","27.05.2025","14:55:00","27.05.2025","16:30:00","Ложь","Истина","27.05.2025","14:50:00","2","Обычная","ІМ Пз DL, DL_1 ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","03.06.2025","14:55:00","03.06.2025","16:30:00","Ложь","Истина","03.06.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","11.02.2025","14:55:00","11.02.2025","16:30:00","Ложь","Истина","11.02.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","18.02.2025","14:55:00","18.02.2025","16:30:00","Ложь","Истина","18.02.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","25.02.2025","14:55:00","25.02.2025","16:30:00","Ложь","Истина","25.02.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","04.03.2025","14:55:00","04.03.2025","16:30:00","Ложь","Истина","04.03.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","11.03.2025","14:55:00","11.03.2025","16:30:00","Ложь","Истина","11.03.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","18.03.2025","14:55:00","18.03.2025","16:30:00","Ложь","Истина","18.03.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","25.03.2025","14:55:00","25.03.2025","16:30:00","Ложь","Истина","25.03.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Пз DL ІТУ-24-1","01.04.2025","14:55:00","01.04.2025","16:30:00","Ложь","Истина","01.04.2025","14:50:00","2","Обычная","Фіз Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","08.04.2025","14:55:00","08.04.2025","16:30:00","Ложь","Истина","08.04.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","22.04.2025","14:55:00","22.04.2025","16:30:00","Ложь","Истина","22.04.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Пз DL ІТУ-24-1","29.04.2025","14:55:00","29.04.2025","16:30:00","Ложь","Истина","29.04.2025","14:50:00","2","Обычная","Фіз Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Лк DL ІТУ-24-1","06.05.2025","14:55:00","06.05.2025","16:30:00","Ложь","Истина","06.05.2025","14:50:00","2","Обычная","ДМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ТКРПЗ Лк DL ІТУ-24-1","13.05.2025","14:55:00","13.05.2025","16:30:00","Ложь","Истина","13.05.2025","14:50:00","2","Обычная","ТКРПЗ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","20.05.2025","14:55:00","20.05.2025","16:30:00","Ложь","Истина","20.05.2025","14:50:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Пз DL ІТУ-24-1","27.05.2025","14:55:00","27.05.2025","16:30:00","Ложь","Истина","27.05.2025","14:50:00","2","Обычная","Фіз Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ДМ Пз DL ІТУ-24-1","03.06.2025","14:55:00","03.06.2025","16:30:00","Ложь","Истина","03.06.2025","14:50:00","2","Обычная","ДМ Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","11.02.2025","16:40:00","11.02.2025","18:15:00","Ложь","Истина","11.02.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОП Лк DL ВПВПС-24-1,2","18.02.2025","16:40:00","18.02.2025","18:15:00","Ложь","Истина","18.02.2025","16:35:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","25.02.2025","16:40:00","25.02.2025","18:15:00","Ложь","Истина","25.02.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","04.03.2025","16:40:00","04.03.2025","18:15:00","Ложь","Истина","04.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","11.03.2025","16:40:00","11.03.2025","18:15:00","Ложь","Истина","11.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","18.03.2025","16:40:00","18.03.2025","18:15:00","Ложь","Истина","18.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","25.03.2025","16:40:00","25.03.2025","18:15:00","Ложь","Истина","25.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","01.04.2025","16:40:00","01.04.2025","18:15:00","Ложь","Истина","01.04.2025","16:35:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","08.04.2025","16:40:00","08.04.2025","18:15:00","Ложь","Истина","08.04.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","15.04.2025","16:40:00","15.04.2025","18:15:00","Ложь","Истина","15.04.2025","16:35:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","22.04.2025","16:40:00","22.04.2025","18:15:00","Ложь","Истина","22.04.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","29.04.2025","16:40:00","29.04.2025","18:15:00","Ложь","Истина","29.04.2025","16:35:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","06.05.2025","16:40:00","06.05.2025","18:15:00","Ложь","Истина","06.05.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","13.05.2025","16:40:00","13.05.2025","18:15:00","Ложь","Истина","13.05.2025","16:35:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - Інф Лк DL ВПВПС-24-1,2","20.05.2025","16:40:00","20.05.2025","18:15:00","Ложь","Истина","20.05.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","03.06.2025","16:40:00","03.06.2025","18:15:00","Ложь","Истина","03.06.2025","16:35:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","11.02.2025","16:40:00","11.02.2025","18:15:00","Ложь","Истина","11.02.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОП Лк DL ВПВПС-24-1,2","18.02.2025","16:40:00","18.02.2025","18:15:00","Ложь","Истина","18.02.2025","16:35:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","25.02.2025","16:40:00","25.02.2025","18:15:00","Ложь","Истина","25.02.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","04.03.2025","16:40:00","04.03.2025","18:15:00","Ложь","Истина","04.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","11.03.2025","16:40:00","11.03.2025","18:15:00","Ложь","Истина","11.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","18.03.2025","16:40:00","18.03.2025","18:15:00","Ложь","Истина","18.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","25.03.2025","16:40:00","25.03.2025","18:15:00","Ложь","Истина","25.03.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","08.04.2025","16:40:00","08.04.2025","18:15:00","Ложь","Истина","08.04.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","22.04.2025","16:40:00","22.04.2025","18:15:00","Ложь","Истина","22.04.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","06.05.2025","16:40:00","06.05.2025","18:15:00","Ложь","Истина","06.05.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","13.05.2025","16:40:00","13.05.2025","18:15:00","Ложь","Истина","13.05.2025","16:35:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - Інф Лк DL ВПВПС-24-1,2","20.05.2025","16:40:00","20.05.2025","18:15:00","Ложь","Истина","20.05.2025","16:35:00","2","Обычная","Інф Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Пз DL ВПВПС-24-2","27.05.2025","16:40:00","27.05.2025","18:15:00","Ложь","Истина","27.05.2025","16:35:00","2","Обычная","ВМ Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","11.02.2025","16:40:00","11.02.2025","18:15:00","Ложь","Истина","11.02.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","18.02.2025","16:40:00","18.02.2025","18:15:00","Ложь","Истина","18.02.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","25.02.2025","16:40:00","25.02.2025","18:15:00","Ложь","Истина","25.02.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","04.03.2025","16:40:00","04.03.2025","18:15:00","Ложь","Истина","04.03.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","11.03.2025","16:40:00","11.03.2025","18:15:00","Ложь","Истина","11.03.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","18.03.2025","16:40:00","18.03.2025","18:15:00","Ложь","Истина","18.03.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","25.03.2025","16:40:00","25.03.2025","18:15:00","Ложь","Истина","25.03.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","01.04.2025","16:40:00","01.04.2025","18:15:00","Ложь","Истина","01.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","08.04.2025","16:40:00","08.04.2025","18:15:00","Ложь","Истина","08.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","15.04.2025","16:40:00","15.04.2025","18:15:00","Ложь","Истина","15.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","22.04.2025","16:40:00","22.04.2025","18:15:00","Ложь","Истина","22.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","29.04.2025","16:40:00","29.04.2025","18:15:00","Ложь","Истина","29.04.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","06.05.2025","16:40:00","06.05.2025","18:15:00","Ложь","Истина","06.05.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","13.05.2025","16:40:00","13.05.2025","18:15:00","Ложь","Истина","13.05.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","20.05.2025","16:40:00","20.05.2025","18:15:00","Ложь","Истина","20.05.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","27.05.2025","16:40:00","27.05.2025","18:15:00","Ложь","Истина","27.05.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Пз DL ІТУ-24-1","03.06.2025","16:40:00","03.06.2025","18:15:00","Ложь","Истина","03.06.2025","16:35:00","2","Обычная","МатАн Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лк DL ВПВПС-24-1,2","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Лк DL ВПВПС-24-1,2","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","ІКГ Лк DL ВПВПС-24-1,2","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","12.02.2025","07:45:00","12.02.2025","09:20:00","Ложь","Истина","12.02.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","19.02.2025","07:45:00","19.02.2025","09:20:00","Ложь","Истина","19.02.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","26.02.2025","07:45:00","26.02.2025","09:20:00","Ложь","Истина","26.02.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","05.03.2025","07:45:00","05.03.2025","09:20:00","Ложь","Истина","05.03.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","12.03.2025","07:45:00","12.03.2025","09:20:00","Ложь","Истина","12.03.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Пз DL ІТУ-24-1","19.03.2025","07:45:00","19.03.2025","09:20:00","Ложь","Истина","19.03.2025","07:40:00","2","Обычная","ЧМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","26.03.2025","07:45:00","26.03.2025","09:20:00","Ложь","Истина","26.03.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","02.04.2025","07:45:00","02.04.2025","09:20:00","Ложь","Истина","02.04.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","09.04.2025","07:45:00","09.04.2025","09:20:00","Ложь","Истина","09.04.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Пз DL ІТУ-24-1","16.04.2025","07:45:00","16.04.2025","09:20:00","Ложь","Истина","16.04.2025","07:40:00","2","Обычная","ЧМ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","23.04.2025","07:45:00","23.04.2025","09:20:00","Ложь","Истина","23.04.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","30.04.2025","07:45:00","30.04.2025","09:20:00","Ложь","Истина","30.04.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","07.05.2025","07:45:00","07.05.2025","09:20:00","Ложь","Истина","07.05.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","14.05.2025","07:45:00","14.05.2025","09:20:00","Ложь","Истина","14.05.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","21.05.2025","07:45:00","21.05.2025","09:20:00","Ложь","Истина","21.05.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Лк DL ІТУ-24-1","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","ЧМ Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ЧМ Пз DL ІТУ-24-1","04.06.2025","07:45:00","04.06.2025","09:20:00","Ложь","Истина","04.06.2025","07:40:00","2","Обычная","ЧМ Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - Фіз Лб DL ВПВПС-24-1","16.04.2025","09:30:00","16.04.2025","11:05:00","Ложь","Истина","16.04.2025","09:25:00","2","Обычная","Фіз Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОМз Лк DL ВПВПС-24-1,2","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Пз DL ВПВПС-24-2","02.04.2025","09:30:00","02.04.2025","11:05:00","Ложь","Истина","02.04.2025","09:25:00","2","Обычная","ІКГ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІКГ Пз DL ВПВПС-24-2","16.04.2025","09:30:00","16.04.2025","11:05:00","Ложь","Истина","16.04.2025","09:25:00","2","Обычная","ІКГ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ІКГ Пз DL ВПВПС-24-2","30.04.2025","09:30:00","30.04.2025","11:05:00","Ложь","Истина","30.04.2025","09:25:00","2","Обычная","ІКГ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ОМз Лк DL ВПВПС-24-1,2","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","ОМз Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ІКГ Пз DL ВПВПС-24-2","04.06.2025","09:30:00","04.06.2025","11:05:00","Ложь","Истина","04.06.2025","09:25:00","2","Обычная","ІКГ Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","12.02.2025","09:30:00","12.02.2025","11:05:00","Ложь","Истина","12.02.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","19.02.2025","09:30:00","19.02.2025","11:05:00","Ложь","Истина","19.02.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","26.02.2025","09:30:00","26.02.2025","11:05:00","Ложь","Истина","26.02.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","05.03.2025","09:30:00","05.03.2025","11:05:00","Ложь","Истина","05.03.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","12.03.2025","09:30:00","12.03.2025","11:05:00","Ложь","Истина","12.03.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","19.03.2025","09:30:00","19.03.2025","11:05:00","Ложь","Истина","19.03.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","26.03.2025","09:30:00","26.03.2025","11:05:00","Ложь","Истина","26.03.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","09.04.2025","09:30:00","09.04.2025","11:05:00","Ложь","Истина","09.04.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","16.04.2025","09:30:00","16.04.2025","11:05:00","Ложь","Истина","16.04.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","23.04.2025","09:30:00","23.04.2025","11:05:00","Ложь","Истина","23.04.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","30.04.2025","09:30:00","30.04.2025","11:05:00","Ложь","Истина","30.04.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","07.05.2025","09:30:00","07.05.2025","11:05:00","Ложь","Истина","07.05.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","14.05.2025","09:30:00","14.05.2025","11:05:00","Ложь","Истина","14.05.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","21.05.2025","09:30:00","21.05.2025","11:05:00","Ложь","Истина","21.05.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - МатАн Лк DL ІТУ-24-1","04.06.2025","09:30:00","04.06.2025","11:05:00","Ложь","Истина","04.06.2025","09:25:00","2","Обычная","МатАн Лк DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","19.02.2025","11:15:00","19.02.2025","12:50:00","Ложь","Истина","19.02.2025","11:10:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб У1 ВПВПС-24-1","26.02.2025","11:15:00","26.02.2025","12:50:00","Ложь","Истина","26.02.2025","11:10:00","2","Обычная","Інф Лб У1 ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","05.03.2025","11:15:00","05.03.2025","12:50:00","Ложь","Истина","05.03.2025","11:10:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ІКГ Лб DL ВПВПС-24-1","12.03.2025","11:15:00","12.03.2025","12:50:00","Ложь","Истина","12.03.2025","11:10:00","2","Обычная","ІКГ Лб DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - Інф Лб DL ВПВПС-24-1","19.03.2025","11:15:00","19.03.2025","12:50:00","Ложь","Истина","19.03.2025","11:10:00","2","Обычная","Інф Лб DL ВПВПС-24-1","Обычный"
